Zeit t / s;Spannungsquelle S_1;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s
148,5;1;;;;134,293587980613
148,601;1;;;;134,293587980613
148,7;1;;;;134,293587980613
148,8;1;;;;134,293587980613
148,9;1;;;;155,553671627755
149,001;1;;;;155,553671627755
149,101;1;;;;155,553671627755
149,201;1;;;;155,553671627755
149,3;1;;;;155,553671627755
149,4;1;;;;155,553671627755
149,5;1;;;;155,553671627755
149,6;1;;;;155,553671627755
149,701;1;;;;155,553671627755
149,8;1;;;;155,553671627755
149,9;1;;;;161,998023624112
150,001;1;;;;161,998023624112
150,1;1;;;;161,998023624112
150,201;1;;;;161,998023624112
150,3;1;;;;161,998023624112
150,401;1;;;;161,998023624112
150,5;1;;;;161,998023624112
150,601;1;;;;161,998023624112
150,701;1;;;;161,998023624112
150,801;1;;;;127,492916105559
150,9;1;;;;127,492916105559
151,001;1;;;;127,492916105559
151,1;1;;;;127,492916105559
151,201;1;;;;127,492916105559
151,3;1;;;;127,492916105559
151,412;1;;;;127,492916105559
151,5;1;;;;127,492916105559
151,6;1;;;;127,492916105559
151,701;1;;;;127,492916105559
151,8;1;;;;148,294795223425
151,901;1;;;;148,294795223425
152;1;;;;148,294795223425
152,101;1;;;;148,294795223425
152,201;1;;;;148,294795223425
152,3;1;;;;148,294795223425
152,401;1;;;;148,294795223425
152,5;1;;;;148,294795223425
152,601;1;;;;148,294795223425
152,7;1;;;;133,331703723621
152,8;1;;;;133,331703723621
152,9;1;;;;133,331703723621
153;1;;;;133,331703723621
153,1;1;;;;133,331703723621
153,2;1;;;;133,331703723621
153,3;1;;;;133,331703723621
153,4;1;;;;133,331703723621
153,5;1;;;;133,331703723621
153,6;1;;;;133,331703723621
153,7;1;;;;139,998306020497
153,8;1;;;;139,998306020497
153,9;1;;;;139,998306020497
154;1;;;;139,998306020497
154,1;1;;;;139,998306020497
154,201;1;;;;139,998306020497
154,301;1;;;;139,998306020497
154,4;1;;;;139,998306020497
154,5;1;;;;139,998306020497
154,6;1;;;;124,442937302204
154,7;1;;;;124,442937302204
154,8;1;;;;124,442937302204
154,9;1;;;;124,442937302204
155;1;;;;124,442937302204
155,101;1;;;;124,442937302204
155,2;1;;;;124,442937302204
155,3;1;;;;124,442937302204
155,4;1;;;;124,442937302204
155,5;1;;;;127,77621606847
155,6;1;;;;127,77621606847
155,7;1;;;;127,77621606847
155,8;1;;;;127,77621606847
155,9;1;;;;127,77621606847
156;1;;;;127,77621606847
156,101;1;;;;127,77621606847
156,2;1;;;;127,77621606847
156,3;1;;;;127,77621606847
156,401;1;;;;153,331476318787
156,5;1;;;;153,331476318787
156,6;1;;;;153,331476318787
156,7;1;;;;153,331476318787
156,8;1;;;;153,331476318787
156,901;1;;;;153,331476318787
157,001;1;;;;153,331476318787
157,1;1;;;;153,331476318787
157,2;1;;;;153,331476318787
157,301;1;;;;122,220741993236
157,401;1;;;;122,220741993236
157,5;1;;;;122,220741993236
157,6;1;;;;122,220741993236
157,7;1;;;;122,220741993236
157,801;1;;;;122,220741993236
157,9;1;;;;122,220741993236
158;1;;;;122,220741993236
158,1;1;;;;122,220741993236
158,2;1;;;;129,710169831632
158,3;1;;;;129,710169831632
158,4;1;;;;129,710169831632
158,5;1;;;;129,710169831632
158,6;1;;;;129,710169831632
158,7;1;;;;129,710169831632
158,8;1;;;;129,710169831632
158,901;1;;;;129,710169831632
159;1;;;;129,710169831632
159,1;1;;;;129,710169831632
159,2;1;;;;143,284835925336
159,3;1;;;;143,284835925336
159,4;1;;;;143,284835925336
159,5;1;;;;143,284835925336
159,6;1;;;;143,284835925336
159,701;1;;;;143,284835925336
159,8;1;;;;143,284835925336
159,9;1;;;;143,284835925336
160;1;;;;143,284835925336
160,1;1;;;;127,776230265656
160,2;1;;;;127,776230265656
160,3;1;;;;127,776230265656
160,4;1;;;;127,776230265656
160,5;1;;;;127,776230265656
160,601;1;;;;127,776230265656
160,701;1;;;;127,776230265656
160,804;1;;;;127,776230265656
160,901;1;;;;127,776230265656
161;1;;;;147,775971627013
161,1;1;;;;147,775971627013
161,2;1;;;;147,775971627013
161,3;1;;;;147,775971627013
161,4;1;;;;147,775971627013
161,5;1;;;;147,775971627013
161,6;1;;;;147,775971627013
161,7;1;;;;147,775971627013
161,8;1;;;;147,775971627013
161,9;1;;;;123,194958018821
162;1;;;;123,194958018821
162,1;1;;;;123,194958018821
162,201;1;;;;123,194958018821
162,3;1;;;;123,194958018821
162,4;1;;;;123,194958018821
162,5;1;;;;123,194958018821
162,601;1;;;;123,194958018821
162,7;1;;;;123,194958018821
162,8;1;;;;123,194958018821
162,9;1;;;;158,998076123279
163;1;;;;158,998076123279
163,101;1;;;;158,998076123279
163,2;1;;;;158,998076123279
163,3;1;;;;158,998076123279
163,4;1;;;;158,998076123279
163,501;1;;;;158,998076123279
163,6;1;;;;158,998076123279
163,7;1;;;;158,998076123279
163,8;1;;;;158,998076123279
163,9;1;;;;128,9984262192
164;1;;;;128,9984262192
164,1;1;;;;128,9984262192
164,2;1;;;;128,9984262192
164,3;1;;;;128,9984262192
164,4;1;;;;128,9984262192
164,503;1;;;;128,9984262192
164,6;1;;;;128,9984262192
164,701;1;;;;128,9984262192
164,801;1;;;;128,9984262192
164,901;1;;;;150,148331536725
165,001;1;;;;150,148331536725
165,1;1;;;;150,148331536725
165,201;1;;;;150,148331536725
165,3;1;;;;150,148331536725
165,4;1;;;;150,148331536725
165,5;1;;;;150,148331536725
165,601;1;;;;150,148331536725
165,7;1;;;;150,148331536725
165,8;1;;;;150,148331536725
165,9;1;;;;136,998328620391
166;1;;;;136,998328620391
166,1;1;;;;136,998328620391
166,2;1;;;;136,998328620391
166,3;1;;;;136,998328620391
166,4;1;;;;136,998328620391
166,501;1;;;;136,998328620391
166,6;1;;;;136,998328620391
166,7;1;;;;136,998328620391
166,8;1;;;;136,665011501527
166,9;1;;;;136,665011501527
167;1;;;;136,665011501527
167,1;1;;;;136,665011501527
167,2;1;;;;136,665011501527
167,301;1;;;;136,665011501527
167,4;1;;;;136,665011501527
167,5;1;;;;136,665011501527
167,6;1;;;;136,665011501527
167,7;1;;;;132,220620883592
167,8;1;;;;132,220620883592
167,9;1;;;;132,220620883592
168,001;1;;;;132,220620883592
168,1;1;;;;132,220620883592
168,201;1;;;;132,220620883592
168,3;1;;;;132,220620883592
168,401;1;;;;132,220620883592
168,501;1;;;;132,220620883592
168,6;1;;;;143,331597428431
168,7;1;;;;143,331597428431
168,8;1;;;;143,331597428431
168,9;1;;;;143,331597428431
169;1;;;;143,331597428431
169,1;1;;;;143,331597428431
169,2;1;;;;143,331597428431
169,3;1;;;;143,331597428431
169,4;1;;;;143,331597428431
169,5;1;;;;132,073859253661
169,6;1;;;;132,073859253661
169,7;1;;;;132,073859253661
169,801;1;;;;132,073859253661
169,9;1;;;;132,073859253661
170;1;;;;132,073859253661
170,101;1;;;;132,073859253661
170,201;1;;;;132,073859253661
170,301;1;;;;132,073859253661
170,401;1;;;;131,109523229108
170,5;1;;;;131,109523229108
170,601;1;;;;131,109523229108
170,7;1;;;;131,109523229108
170,801;1;;;;131,109523229108
170,901;1;;;;131,109523229108
171;1;;;;131,109523229108
171,101;1;;;;131,109523229108
171,2;1;;;;131,109523229108
171,306;1;;;;128,175237649045
171,4;1;;;;128,175237649045
171,5;1;;;;128,175237649045
171,6;1;;;;128,175237649045
171,701;1;;;;128,175237649045
171,801;1;;;;128,175237649045
171,901;1;;;;128,175237649045
172,001;1;;;;128,175237649045
172,1;1;;;;128,175237649045
172,2;1;;;;128,175237649045
172,3;1;;;;141,992241785598
172,4;1;;;;141,992241785598
172,501;1;;;;141,992241785598
172,6;1;;;;141,992241785598
172,701;1;;;;141,992241785598
172,803;1;;;;141,992241785598
172,9;1;;;;141,992241785598
173;1;;;;141,992241785598
173,1;1;;;;141,992241785598
173,2;1;;;;133,036071622186
173,3;1;;;;133,036071622186
173,4;1;;;;133,036071622186
173,5;1;;;;133,036071622186
173,6;1;;;;133,036071622186
173,7;1;;;;133,036071622186
173,8;1;;;;133,036071622186
173,9;1;;;;133,036071622186
174;1;;;;133,036071622186
174,101;1;;;;133,036071622186
174,2;1;;;;139,998306020497
174,3;1;;;;139,998306020497
174,401;1;;;;139,998306020497
174,501;1;;;;139,998306020497
174,6;1;;;;139,998306020497
174,7;1;;;;139,998306020497
174,8;1;;;;139,998306020497
174,9;1;;;;139,998306020497
175;1;;;;139,998306020497
175,1;1;;;;128,88732792014
175,2;1;;;;128,88732792014
175,3;1;;;;128,88732792014
175,4;1;;;;128,88732792014
175,5;1;;;;128,88732792014
175,6;1;;;;128,88732792014
175,7;1;;;;128,88732792014
175,8;1;;;;128,88732792014
175,901;1;;;;128,88732792014
176;1;;;;152,220378664303
176,1;1;;;;152,220378664303
176,201;1;;;;152,220378664303
176,301;1;;;;152,220378664303
176,401;1;;;;152,220378664303
176,5;1;;;;152,220378664303
176,6;1;;;;152,220378664303
176,7;1;;;;152,220378664303
176,8;1;;;;152,220378664303
176,9;1;;;;127,776230265656
177;1;;;;127,776230265656
177,1;1;;;;127,776230265656
177,2;1;;;;127,776230265656
177,3;1;;;;127,776230265656
177,4;1;;;;127,776230265656
177,5;1;;;;127,776230265656
177,6;1;;;;127,776230265656
177,7;1;;;;127,776230265656
177,801;1;;;;132,220606192591
177,9;1;;;;132,220606192591
178,001;1;;;;132,220606192591
178,1;1;;;;132,220606192591
178,2;1;;;;132,220606192591
178,3;1;;;;132,220606192591
178,4;1;;;;132,220606192591
178,501;1;;;;132,220606192591
178,6;1;;;;132,220606192591
178,701;1;;;;137,776109156011
178,801;1;;;;137,776109156011
178,901;1;;;;137,776109156011
179,001;1;;;;137,776109156011
179,1;1;;;;137,776109156011
179,2;1;;;;137,776109156011
179,3;1;;;;137,776109156011
179,401;1;;;;137,776109156011
179,501;1;;;;137,776109156011
179,6;1;;;;137,776109156011
179,7;1;;;;143,998257621083
179,8;1;;;;143,998257621083
179,9;1;;;;143,998257621083
180;1;;;;143,998257621083
180,101;1;;;;143,998257621083
180,2;1;;;;143,998257621083
180,3;1;;;;143,998257621083
180,4;1;;;;143,998257621083
180,5;1;;;;143,998257621083
180,601;1;;;;123,33183964772
180,7;1;;;;123,33183964772
180,8;1;;;;123,33183964772
180,9;1;;;;123,33183964772
181;1;;;;123,33183964772
181,1;1;;;;123,33183964772
181,201;1;;;;123,33183964772
181,3;1;;;;123,33183964772
181,4;1;;;;123,33183964772
181,5;1;;;;152,220378664303
181,6;1;;;;152,220378664303
181,7;1;;;;152,220378664303
181,801;1;;;;152,220378664303
181,9;1;;;;152,220378664303
182,001;1;;;;152,220378664303
182,101;1;;;;152,220378664303
182,2;1;;;;152,220378664303
182,3;1;;;;152,220378664303
182,4;1;;;;152,220378664303
182,501;1;;;;134,998353020093
182,6;1;;;;134,998353020093
182,7;1;;;;134,998353020093
182,8;1;;;;134,998353020093
182,901;1;;;;134,998353020093
183;1;;;;134,998353020093
183,102;1;;;;134,998353020093
183,2;1;;;;134,998353020093
183,3;1;;;;134,998353020093
183,401;1;;;;127,776230265656
183,5;1;;;;127,776230265656
183,6;1;;;;127,776230265656
183,7;1;;;;127,776230265656
183,8;1;;;;127,776230265656
183,9;1;;;;127,776230265656
184;1;;;;127,776230265656
184,1;1;;;;127,776230265656
184,2;1;;;;127,776230265656
184,301;1;;;;141,109402119463
184,4;1;;;;141,109402119463
184,501;1;;;;141,109402119463
184,6;1;;;;141,109402119463
184,7;1;;;;141,109402119463
184,8;1;;;;141,109402119463
184,9;1;;;;141,109402119463
185;1;;;;141,109402119463
185,1;1;;;;141,109402119463
185,201;1;;;;146,664890391883
185,3;1;;;;146,664890391883
185,4;1;;;;146,664890391883
185,501;1;;;;146,664890391883
185,6;1;;;;146,664890391883
185,7;1;;;;146,664890391883
185,8;1;;;;146,664890391883
185,9;1;;;;146,664890391883
186;1;;;;146,664890391883
186,101;1;;;;144,442695082915
186,2;1;;;;144,442695082915
186,3;1;;;;144,442695082915
186,4;1;;;;144,442695082915
186,501;1;;;;144,442695082915
186,6;1;;;;144,442695082915
186,7;1;;;;144,442695082915
186,8;1;;;;144,442695082915
186,9;1;;;;144,442695082915
187;1;;;;136,665011501527
187,1;1;;;;136,665011501527
187,2;1;;;;136,665011501527
187,3;1;;;;136,665011501527
187,4;1;;;;136,665011501527
187,5;1;;;;136,665011501527
187,6;1;;;;136,665011501527
187,7;1;;;;136,665011501527
187,8;1;;;;136,665011501527
187,9;1;;;;129,998425574624
188;1;;;;129,998425574624
188,1;1;;;;129,998425574624
188,2;1;;;;129,998425574624
188,3;1;;;;129,998425574624
188,4;1;;;;129,998425574624
188,5;1;;;;129,998425574624
188,6;1;;;;129,998425574624
188,7;1;;;;129,998425574624
188,8;1;;;;144,442679033923
188,9;1;;;;144,442679033923
189;1;;;;144,442679033923
189,101;1;;;;144,442679033923
189,2;1;;;;144,442679033923
189,301;1;;;;144,442679033923
189,4;1;;;;144,442679033923
189,5;1;;;;144,442679033923
189,6;1;;;;144,442679033923
189,7;1;;;;146,664890391883
189,8;1;;;;146,664890391883
189,9;1;;;;146,664890391883
190;1;;;;146,664890391883
190,101;1;;;;146,664890391883
190,2;1;;;;146,664890391883
190,3;1;;;;146,664890391883
190,4;1;;;;146,664890391883
190,5;1;;;;146,664890391883
190,6;1;;;;146,664890391883
190,701;1;;;;120,998535917715
190,801;1;;;;120,998535917715
190,901;1;;;;120,998535917715
191;1;;;;120,998535917715
191,101;1;;;;120,998535917715
191,2;1;;;;120,998535917715
191,3;1;;;;120,998535917715
191,4;1;;;;120,998535917715
191,5;1;;;;120,998535917715
191,6;1;;;;137,776109156011
191,701;1;;;;137,776109156011
191,803;1;;;;137,776109156011
191,901;1;;;;137,776109156011
192;1;;;;137,776109156011
192,101;1;;;;137,776109156011
192,201;1;;;;137,776109156011
192,3;1;;;;137,776109156011
192,4;1;;;;137,776109156011
192,501;1;;;;112,22086310288
192,601;1;;;;112,22086310288
192,701;1;;;;112,22086310288
192,8;1;;;;112,22086310288
192,9;1;;;;112,22086310288
193;1;;;;112,22086310288
193,1;1;;;;112,22086310288
193,201;1;;;;112,22086310288
193,3;1;;;;112,22086310288
193,401;1;;;;134,442816192559
193,5;1;;;;134,442816192559
193,6;1;;;;134,442816192559
193,7;1;;;;134,442816192559
193,8;1;;;;134,442816192559
193,9;1;;;;134,442816192559
194;1;;;;134,442816192559
194,1;1;;;;134,442816192559
194,2;1;;;;134,442816192559
194,301;1;;;;149,831705698566
194,401;1;;;;149,831705698566
194,501;1;;;;149,831705698566
194,6;1;;;;149,831705698566
194,7;1;;;;149,831705698566
194,8;1;;;;149,831705698566
194,901;1;;;;149,831705698566
195;1;;;;149,831705698566
195,1;1;;;;149,831705698566
195,2;1;;;;149,831705698566
195,3;1;;;;144,142398275256
195,4;1;;;;144,142398275256
195,5;1;;;;144,142398275256
195,601;1;;;;144,142398275256
195,701;1;;;;144,142398275256
195,8;1;;;;144,142398275256
195,9;1;;;;144,142398275256
196;1;;;;144,142398275256
196,1;1;;;;144,142398275256
196,2;1;;;;129,998411130531
196,301;1;;;;129,998411130531
196,401;1;;;;129,998411130531
196,501;1;;;;129,998411130531
196,601;1;;;;129,998411130531
196,7;1;;;;129,998411130531
196,8;1;;;;129,998411130531
196,901;1;;;;129,998411130531
197;1;;;;129,998411130531
197,101;1;;;;141,109402119463
197,2;1;;;;141,109402119463
197,3;1;;;;141,109402119463
197,4;1;;;;141,109402119463
197,501;1;;;;141,109402119463
197,6;1;;;;141,109402119463
197,7;1;;;;141,109402119463
197,801;1;;;;141,109402119463
197,9;1;;;;141,109402119463
198;1;;;;141,109402119463
198,1;1;;;;133,998378619619
198,2;1;;;;133,998378619619
198,301;1;;;;133,998378619619
198,401;1;;;;133,998378619619
198,501;1;;;;133,998378619619
198,6;1;;;;133,998378619619
198,701;1;;;;133,998378619619
198,8;1;;;;133,998378619619
198,901;1;;;;133,998378619619
199;1;;;;132,220620883592
199,101;1;;;;132,220620883592
199,201;1;;;;132,220620883592
199,301;1;;;;132,220620883592
199,401;1;;;;132,220620883592
199,5;1;;;;132,220620883592
199,601;1;;;;132,220620883592
199,701;1;;;;132,220620883592
199,8;1;;;;132,220620883592
199,9;1;;;;123,33183964772
200;1;;;;123,33183964772
200,101;1;;;;123,33183964772
200,201;1;;;;123,33183964772
200,3;1;;;;123,33183964772
200,4;1;;;;123,33183964772
200,501;1;;;;123,33183964772
200,6;1;;;;123,33183964772
200,7;1;;;;123,33183964772
200,8;1;;;;156,664769282239
200,9;1;;;;156,664769282239
201,003;1;;;;156,664769282239
201,1;1;;;;156,664769282239
201,2;1;;;;156,664769282239
201,3;1;;;;156,664769282239
201,4;1;;;;156,664769282239
201,5;1;;;;156,664769282239
201,6;1;;;;156,664769282239
201,701;1;;;;122,220741993236
201,8;1;;;;122,220741993236
201,901;1;;;;122,220741993236
202,001;1;;;;122,220741993236
202,1;1;;;;122,220741993236
202,2;1;;;;122,220741993236
202,301;1;;;;122,220741993236
202,4;1;;;;122,220741993236
202,5;1;;;;122,220741993236
202,601;1;;;;145,553792737399
202,7;1;;;;145,553792737399
202,8;1;;;;145,553792737399
202,901;1;;;;145,553792737399
203;1;;;;145,553792737399
203,1;1;;;;145,553792737399
203,201;1;;;;145,553792737399
203,301;1;;;;145,553792737399
203,4;1;;;;145,553792737399
203,5;1;;;;127,776230265656
203,6;1;;;;127,776230265656
203,7;1;;;;127,776230265656
203,801;1;;;;127,776230265656
203,9;1;;;;127,776230265656
204;1;;;;127,776230265656
204,1;1;;;;127,776230265656
204,2;1;;;;127,776230265656
204,301;1;;;;127,776230265656
204,401;1;;;;135,553913847043
204,5;1;;;;135,553913847043
204,6;1;;;;135,553913847043
204,701;1;;;;135,553913847043
204,8;1;;;;135,553913847043
204,901;1;;;;135,553913847043
205;1;;;;135,553913847043
205,101;1;;;;135,553913847043
205,2;1;;;;135,553913847043
205,3;1;;;;119,998546684268
205,4;1;;;;119,998546684268
205,5;1;;;;119,998546684268
205,6;1;;;;119,998546684268
205,7;1;;;;119,998546684268
205,8;1;;;;119,998546684268
205,9;1;;;;119,998546684268
206;1;;;;119,998546684268
206,101;1;;;;119,998546684268
206,2;1;;;;136,665011501527
206,301;1;;;;136,665011501527
206,4;1;;;;136,665011501527
206,5;1;;;;136,665011501527
206,6;1;;;;136,665011501527
206,701;1;;;;136,665011501527
206,8;1;;;;136,665011501527
206,9;1;;;;136,665011501527
207;1;;;;136,665011501527
207,101;1;;;;147,775988046367
207,2;1;;;;147,775988046367
207,3;1;;;;147,775988046367
207,401;1;;;;147,775988046367
207,5;1;;;;147,775988046367
207,6;1;;;;147,775988046367
207,7;1;;;;147,775988046367
207,8;1;;;;147,775988046367
207,9;1;;;;147,775988046367
208;1;;;;158,886964591207
208,1;1;;;;158,886964591207
208,2;1;;;;158,886964591207
208,3;1;;;;158,886964591207
208,4;1;;;;158,886964591207
208,501;1;;;;158,886964591207
208,6;1;;;;158,886964591207
208,7;1;;;;158,886964591207
208,8;1;;;;158,886964591207
208,9;1;;;;137,776109156011
209;1;;;;137,776109156011
209,1;1;;;;137,776109156011
209,2;1;;;;137,776109156011
209,3;1;;;;137,776109156011
209,4;1;;;;137,776109156011
209,5;1;;;;137,776109156011
209,6;1;;;;137,776109156011
209,701;1;;;;137,776109156011
209,801;1;;;;141,109402119463
209,9;1;;;;141,109402119463
210;1;;;;141,109402119463
210,101;1;;;;141,109402119463
210,2;1;;;;141,109402119463
210,3;1;;;;141,109402119463
210,401;1;;;;141,109402119463
210,5;1;;;;141,109402119463
210,6;1;;;;141,109402119463
210,701;1;;;;136,513331858693
210,8;1;;;;136,513331858693
210,901;1;;;;136,513331858693
211;1;;;;136,513331858693
211,1;1;;;;136,513331858693
211,201;1;;;;136,513331858693
211,3;1;;;;136,513331858693
211,401;1;;;;136,513331858693
211,501;1;;;;136,513331858693
211,6;1;;;;136,513331858693
211,7;1;;;;139,137453890699
211,801;1;;;;139,137453890699
211,9;1;;;;139,137453890699
212;1;;;;139,137453890699
212,1;1;;;;139,137453890699
212,201;1;;;;139,137453890699
212,3;1;;;;139,137453890699
212,401;1;;;;139,137453890699
212,5;1;;;;139,137453890699
212,6;1;;;;144,442695082915
212,7;1;;;;144,442695082915
212,8;1;;;;144,442695082915
212,9;1;;;;144,442695082915
213;1;;;;144,442695082915
213,1;1;;;;144,442695082915
213,2;1;;;;144,442695082915
213,3;1;;;;144,442695082915
213,4;1;;;;144,442695082915
213,5;1;;;;134,442816192559
213,6;1;;;;134,442816192559
213,7;1;;;;134,442816192559
213,8;1;;;;134,442816192559
213,901;1;;;;134,442816192559
214;1;;;;134,442816192559
214,1;1;;;;134,442816192559
214,2;1;;;;134,442816192559
214,3;1;;;;134,442816192559
214,4;1;;;;134,14472042411
214,5;1;;;;134,14472042411
214,601;1;;;;134,14472042411
214,7;1;;;;134,14472042411
214,801;1;;;;134,14472042411
214,9;1;;;;134,14472042411
215;1;;;;134,14472042411
215,1;1;;;;134,14472042411
215,2;1;;;;134,14472042411
215,3;1;;;;134,14472042411
215,4;1;;;;126,250974311834
215,5;1;;;;126,250974311834
215,6;1;;;;126,250974311834
215,7;1;;;;126,250974311834
215,8;1;;;;126,250974311834
215,9;1;;;;126,250974311834
216;1;;;;126,250974311834
216,1;1;;;;126,250974311834
216,201;1;;;;126,250974311834
216,3;1;;;;129,998425574624
216,401;1;;;;129,998425574624
216,501;1;;;;129,998425574624
216,6;1;;;;129,998425574624
216,7;1;;;;129,998425574624
216,8;1;;;;129,998425574624
216,9;1;;;;129,998425574624
217;1;;;;129,998425574624
217,1;1;;;;129,998425574624
217,2;1;;;;129,998425574624
217,3;1;;;;118,116687475557
217,4;1;;;;118,116687475557
217,5;1;;;;118,116687475557
217,6;1;;;;118,116687475557
217,7;1;;;;118,116687475557
217,8;1;;;;118,116687475557
217,901;1;;;;118,116687475557
218,001;1;;;;118,116687475557
218,1;1;;;;118,116687475557
218,2;1;;;;118,887449029784
218,3;1;;;;118,887449029784
218,4;1;;;;118,887449029784
218,5;1;;;;118,887449029784
218,6;1;;;;118,887449029784
218,7;1;;;;118,887449029784
218,8;1;;;;118,887449029784
218,9;1;;;;118,887449029784
219;1;;;;118,887449029784
219,101;1;;;;134,442816192559
219,2;1;;;;134,442816192559
219,301;1;;;;134,442816192559
219,4;1;;;;134,442816192559
219,5;1;;;;134,442816192559
219,6;1;;;;134,442816192559
219,7;1;;;;134,442816192559
219,8;1;;;;134,442816192559
219,9;1;;;;134,442816192559
220;1;;;;146,664890391883
220,1;1;;;;146,664890391883
220,2;1;;;;146,664890391883
220,3;1;;;;146,664890391883
220,4;1;;;;146,664890391883
220,5;1;;;;146,664890391883
220,601;1;;;;146,664890391883
220,7;1;;;;146,664890391883
220,8;1;;;;146,664890391883
220,9;1;;;;164,442452863626
221;1;;;;164,442452863626
221,1;1;;;;164,442452863626
221,201;1;;;;164,442452863626
221,3;1;;;;164,442452863626
221,4;1;;;;164,442452863626
221,506;1;;;;164,442452863626
221,6;1;;;;164,442452863626
221,7;1;;;;164,442452863626
221,8;1;;;;153,331476318787
221,9;1;;;;153,331476318787
222;1;;;;153,331476318787
222,1;1;;;;153,331476318787
222,201;1;;;;153,331476318787
222,301;1;;;;153,331476318787
222,401;1;;;;153,331476318787
222,5;1;;;;153,331476318787
222,6;1;;;;153,331476318787
222,7;1;;;;136,513331858693
222,8;1;;;;136,513331858693
222,9;1;;;;136,513331858693
223;1;;;;136,513331858693
223,101;1;;;;136,513331858693
223,2;1;;;;136,513331858693
223,3;1;;;;136,513331858693
223,401;1;;;;136,513331858693
223,5;1;;;;136,513331858693
223,6;1;;;;136,513331858693
223,7;1;;;;133,264917329159
223,8;1;;;;133,264917329159
223,9;1;;;;133,264917329159
224;1;;;;133,264917329159
224,1;1;;;;133,264917329159
224,201;1;;;;133,264917329159
224,3;1;;;;133,264917329159
224,4;1;;;;133,264917329159
224,5;1;;;;133,264917329159
224,6;1;;;;143,17251877863
224,7;1;;;;143,17251877863
224,8;1;;;;143,17251877863
224,9;1;;;;143,17251877863
225;1;;;;143,17251877863
225,1;1;;;;143,17251877863
225,2;1;;;;143,17251877863
225,3;1;;;;143,17251877863
225,4;1;;;;143,17251877863
225,502;1;;;;137,470622583386
225,6;1;;;;137,470622583386
225,7;1;;;;137,470622583386
225,8;1;;;;137,470622583386
225,9;1;;;;137,470622583386
226;1;;;;137,470622583386
226,1;1;;;;137,470622583386
226,2;1;;;;137,470622583386
226,301;1;;;;137,470622583386
226,4;1;;;;137,470622583386
226,501;1;;;;127,252966171452
226,6;1;;;;127,252966171452
226,701;1;;;;127,252966171452
226,8;1;;;;127,252966171452
226,9;1;;;;127,252966171452
227;1;;;;127,252966171452
227,1;1;;;;127,252966171452
227,2;1;;;;127,252966171452
227,3;1;;;;127,252966171452
227,4;1;;;;132,220635574595
227,5;1;;;;132,220635574595
227,6;1;;;;132,220635574595
227,7;1;;;;132,220635574595
227,801;1;;;;132,220635574595
227,9;1;;;;132,220635574595
228;1;;;;132,220635574595
228,1;1;;;;132,220635574595
228,2;1;;;;132,220635574595
228,3;1;;;;127,634415965445
228,4;1;;;;127,634415965445
228,5;1;;;;127,634415965445
228,6;1;;;;127,634415965445
228,7;1;;;;127,634415965445
228,801;1;;;;127,634415965445
228,9;1;;;;127,634415965445
229;1;;;;127,634415965445
229,101;1;;;;127,634415965445
229,2;1;;;;127,634415965445
229,3;1;;;;161,159209182752
229,4;1;;;;161,159209182752
229,5;1;;;;161,159209182752
229,6;1;;;;161,159209182752
229,7;1;;;;161,159209182752
229,8;1;;;;161,159209182752
229,9;1;;;;161,159209182752
230;1;;;;161,159209182752
230,101;1;;;;161,159209182752
230,2;1;;;;131,109523229108
230,3;1;;;;131,109523229108
230,4;1;;;;131,109523229108
230,501;1;;;;131,109523229108
230,6;1;;;;131,109523229108
230,701;1;;;;131,109523229108
230,8;1;;;;131,109523229108
230,901;1;;;;131,109523229108
231;1;;;;131,109523229108
231,1;1;;;;131,109523229108
231,2;1;;;;143,998257621083
231,3;1;;;;143,998257621083
231,4;1;;;;143,998257621083
231,5;1;;;;143,998257621083
231,6;1;;;;143,998257621083
231,701;1;;;;143,998257621083
231,801;1;;;;143,998257621083
231,9;1;;;;143,998257621083
232;1;;;;143,998257621083
232,1;1;;;;112,22086310288
232,201;1;;;;112,22086310288
232,3;1;;;;112,22086310288
232,4;1;;;;112,22086310288
232,5;1;;;;112,22086310288
232,6;1;;;;112,22086310288
232,7;1;;;;112,22086310288
232,8;1;;;;112,22086310288
232,901;1;;;;112,22086310288
233;1;;;;112,22086310288
233,1;1;;;;122,875637567218
233,2;1;;;;122,875637567218
233,3;1;;;;122,875637567218
233,4;1;;;;122,875637567218
233,5;1;;;;122,875637567218
233,6;1;;;;122,875637567218
233,7;1;;;;122,875637567218
233,8;1;;;;122,875637567218
233,9;1;;;;122,875637567218
234;1;;;;122,875637567218
234,1;1;;;;142,140420521433
234,2;1;;;;142,140420521433
234,3;1;;;;142,140420521433
234,4;1;;;;142,140420521433
234,5;1;;;;142,140420521433
234,6;1;;;;142,140420521433
234,7;1;;;;142,140420521433
234,8;1;;;;142,140420521433
234,9;1;;;;142,140420521433
235;1;;;;121,109644338752
235,1;1;;;;121,109644338752
235,2;1;;;;121,109644338752
235,3;1;;;;121,109644338752
235,401;1;;;;121,109644338752
235,5;1;;;;121,109644338752
235,6;1;;;;121,109644338752
235,701;1;;;;121,109644338752
235,8;1;;;;121,109644338752
235,9;1;;;;149,998183355335
236;1;;;;149,998183355335
236,1;1;;;;149,998183355335
236,2;1;;;;149,998183355335
236,3;1;;;;149,998183355335
236,401;1;;;;149,998183355335
